z_20250401,z_20250402,z_20250403,z_20250404,z_20250405,z_20250406,z_20250407,z_20250408,z_20250409,z_20250410,z_20250411,z_20250412,z_20250413,z_20250414,z_20250415,z_20250416,z_20250417,z_20250418,z_20250419,z_20250420,z_20250421,z_20250422,z_20250423,z_20250424,z_20250425,z_20250426,z_20250427,z_20250428,z_20250429,z_20250430
-21.02325416515653,-21.13896049352091,-21.03445055297675,-22.757803017853636,-30.3446027669741,-21.073266175062784,-22.724017460111465,-45.05379878053374,-59.78076363898535,-21.46234384797776,-21.0572385157263,-21.187153478392414,-21.170110004704746,-21.39555031232806,-31.38975625074007,-21.176799103115716,-21.10214298898239,-21.00860520726696,-21.972094267617894,-24.253105387291402,-29.14871870957361,-60.64032142358417,-224.4292636536966,-95.6076489476073,-22.315653121584937,-29.168680555362833,-23.6539507885673,-21.86261677878391,-21.0696394816143,-21.03603460335888
-21.02325416515653,-21.13896049352091,-21.03445055297675,-22.757803017853636,-30.3446027669741,-21.073266175062784,-22.724017460111465,-45.05379878053374,-59.78076363898535,-21.46234384797776,-21.0572385157263,-21.187153478392414,-21.170110004704746,-21.39555031232806,-31.38975625074007,-21.176799103115716,-21.10214298898239,-21.00860520726696,-21.972094267617894,-24.253105387291402,-29.14871870957361,-60.64032142358417,-224.4292636536966,-95.6076489476073,-22.315653121584937,-29.168680555362833,-23.6539507885673,-21.86261677878391,-21.0696394816143,-21.03603460335888
-20.273103175848643,-20.408341479686364,-20.267514377042577,-22.24305239000139,-30.071251730922775,-20.31207091155923,-22.176577821523235,-44.78568315052895,-60.958044683304465,-20.719052972130708,-20.3237261346683,-20.451606919305533,-20.459327351283175,-20.7070464260179,-31.255997273582295,-20.50449321526897,-20.38307946969841,-20.262324800347915,-21.312344970955795,-23.764055530581345,-29.204717441969454,-61.4632835578593,-234.78143731799923,-97.02226243393777,-21.699567377869624,-29.21804523539526,-23.206069117136604,-21.181826768651884,-20.316070382017962,-20.269851032729864
-20.273103175848643,-20.408341479686364,-20.267514377042577,-22.24305239000139,-30.071251730922775,-20.31207091155923,-22.176577821523235,-44.78568315052895,-60.958044683304465,-20.719052972130708,-20.3237261346683,-20.451606919305533,-20.459327351283175,-20.7070464260179,-31.255997273582295,-20.50449321526897,-20.38307946969841,-20.262324800347915,-21.312344970955795,-23.764055530581345,-29.204717441969454,-61.4632835578593,-234.78143731799923,-97.02226243393777,-21.699567377869624,-29.21804523539526,-23.206069117136604,-21.181826768651884,-20.316070382017962,-20.269851032729864
-20.895456774054654,-21.024653304823453,-20.895911952517594,-22.80705591440507,-30.333045735711192,-20.934514463727485,-22.70030804186971,-44.78031329150672,-59.18280434977439,-21.309098970902447,-20.940058821469126,-21.059681734055193,-21.064500761817147,-21.280465460169925,-31.18645079366223,-21.09623866439877,-20.99646628544189,-20.886633745562854,-21.86647256986108,-24.172464515570205,-29.475876791146636,-59.31025243652826,-228.66097183877525,-93.7927314571476,-22.21152802593499,-29.364211153938466,-23.68440245876541,-21.740585272055014,-20.936787383029248,-20.89743634419265
-21.48240342779787,-21.60049466095021,-21.493038299063638,-23.263889471401026,-30.555120678118747,-21.526543600758195,-23.158102603317793,-44.93461080901319,-58.01315021565157,-21.87988929360491,-21.51670357667448,-21.634617316718437,-21.62667385258507,-21.81988290369344,-31.241442545413413,-21.63531246472815,-21.56597015263173,-21.472771857023094,-22.38747320980157,-24.552960401352728,-29.57855266439348,-58.13887379821462,-221.78239628878325,-91.94399432516657,-22.696451748789432,-29.428422733663552,-24.083687121406804,-22.272142022218713,-21.52465021111898,-21.493826420439724
-20.280998443233848,-20.41656707294011,-20.27521861931819,-22.256659698951132,-30.077974632921084,-20.31960325326532,-22.186186580275006,-44.782503208039074,-60.89666354887322,-20.72531656188388,-20.331872662474467,-20.459150132050354,-20.467560214071813,-20.714113483822405,-31.245362180290286,-20.51319735461916,-20.391548169006782,-20.270464137183588,-21.31943180998946,-23.769062032208613,-29.22215021937476,-61.36445675411341,-234.84907714473414,-96.89495874445498,-21.705557788920455,-29.227487459624832,-23.21651379228205,-21.188452533806643,-20.3237656519998,-20.27753262169369
-20.57755605387493,-20.715473426019898,-20.571394087460877,-22.610039374070652,-30.297479068413956,-20.611706541798807,-22.475513692636643,-44.82755104553702,-59.610159872485134,-20.992331257030134,-20.630156647714117,-20.746568854596198,-20.762893029662397,-20.984887729553805,-31.094648794524527,-20.81008239897369,-20.69253055113613,-20.57068892712142,-21.584167163096446,-23.974327843918335,-29.53044408350193,-59.50128823370353,-234.41526725470902,-94.41487644598661,-21.942747189910467,-29.38603461973914,-23.499619246924194,-21.44892164925335,-20.6173781239871,-20.573175271034263
-20.745339283211027,-20.87727829651335,-20.743444525346533,-22.690945672593827,-30.28393033982989,-20.783224906568414,-22.583286782120293,-44.771531270638434,-59.492492486935056,-21.163154754463843,-20.792489402913514,-20.912497073756107,-20.920343399716646,-21.14176431450286,-31.173165652919508,-20.957451237515247,-20.850669650709786,-20.736715475365266,-21.73300168898914,-24.074993196150423,-29.452382045632966,-59.61456492539696,-230.59667818377036,-94.3079072116762,-22.08664913157737,-29.350091999356767,-23.58230078075666,-21.604424335342188,-20.786502602403008,-20.745135713874294
-21.09931445327613,-21.21706583798495,-21.109039655811436,-22.860929602201978,-30.362204746510493,-21.14687123742449,-22.805711259280137,-44.95516004269339,-59.344919936767894,-21.52688423969273,-21.134365923614794,-21.26112916521652,-21.248369491695232,-21.466489058596324,-31.335974822615277,-21.258534675182112,-21.181570823296077,-21.086316912919862,-22.04221091500719,-24.298060361981513,-29.267844600005795,-59.9780646927894,-224.06687123156703,-94.6124421974338,-22.379666968373208,-29.24357532073178,-23.742014864230317,-21.929614145048635,-21.144259102342573,-21.110466503404194
-20.84129383278603,-20.972185394458137,-20.84042221006998,-22.776049602575217,-30.326722285411982,-20.879312128882784,-22.663427787102272,-44.779429860586575,-59.23996480944745,-21.25462106336878,-20.887436083315944,-21.00631592300958,-21.01347927564511,-21.230298827513124,-31.167622145023472,-21.0483095951663,-20.945054285657374,-20.832908617022895,-21.81858168568154,-24.13895241294852,-29.491076466874897,-59.315089298670436,-229.6653890332615,-93.85340557636275,-22.165945693706963,-29.371415391837672,-23.655072383052545,-21.690846539787554,-20.882268050061118,-20.84198971223858
-20.257098007545988,-20.39224081959543,-20.251523489902254,-22.224593321401333,-30.06323822862802,-20.29629175841672,-22.161332805183598,-44.78956837499106,-61.02959889670042,-20.704661937811615,-20.307677441390357,-20.436075657305725,-20.44341721903969,-20.692434468995177,-31.264228056091724,-20.48852483688815,-20.366881956243734,-20.246133794748868,-21.298084071724382,-23.75387323770306,-29.189304488723177,-61.56500817811182,-234.8620831651926,-97.16258756674696,-21.686741544091916,-29.209762203303608,-23.191118177264546,-21.16776555294028,-20.300220758333374,-20.25388825622368
-21.476391544238695,-21.588914201286364,-21.491586901626665,-23.187112499429247,-30.527225401409318,-21.525509521852825,-23.114583988036024,-45.06633364025636,-58.40822276426852,-21.887420860079427,-21.506381075767525,-21.629471185205997,-21.611879199596007,-21.811208486775293,-31.32295509301911,-21.60985776176542,-21.55076900756439,-21.463966321545485,-22.376966439078668,-24.540503697166976,-29.406227168429126,-58.86982508630305,-220.51721064522732,-93.02704702565262,-22.687766372792662,-29.32553234637899,-24.020380269444605,-22.26854659892713,-21.521093533973936,-21.492453238821483
-21.538647188643967,-21.650548721327105,-21.554565227630388,-23.244031894668062,-30.55620094617531,-21.587816604408808,-23.167313242611247,-45.082490312273784,-58.24107623136294,-21.946388569710567,-21.56797526308717,-21.690255818169067,-21.672256042155723,-21.868224986669343,-31.318313012998814,-21.668650990700876,-21.612124569295283,-21.52644247159471,-22.4325255020968,-24.58092432353023,-29.43718851962663,-58.65973416835516,-220.01075673362496,-92.72618009030793,-22.73885710702013,-29.344453203754387,-24.06908071090107,-22.324467088397807,-21.58320826848339,-21.555332139545797
-20.22096741929449,-20.36665103102991,-20.2093206429307,-22.363000621208467,-30.25309123324901,-20.25163264697121,-22.2092441616251,-44.95920717593289,-60.251677434103435,-20.642024776636454,-20.2806655065555,-20.395671716316393,-20.42105187193504,-20.651637554021974,-31.02703604806481,-20.481104388433504,-20.347916671538457,-20.21527013099475,-21.265866683659745,-23.748499438110304,-29.535088738858192,-59.99790743139622,-240.56928428735188,-95.56035577784846,-21.639947667588846,-29.38027462092372,-23.27192343492133,-21.122550838215606,-20.26007540468709,-20.211393579231146
-20.733397086159915,-20.86003999298403,-20.735161132207992,-22.598654126923503,-30.22167772601701,-20.776075402197673,-22.533479569065047,-44.80524121037721,-59.9682154043618,-21.16648175277681,-20.776177447833817,-20.902668240994924,-20.90102486796421,-21.131618816616864,-31.28328801656623,-20.929358532254582,-20.8297498406269,-20.72189937074441,-21.72009562311152,-24.061570136785512,-29.265969194596337,-60.491187201551696,-228.73726822434594,-95.41193380101272,-22.080196890241037,-29.247491324088458,-23.514998926544568,-21.598267127425842,-20.776923931197462,-20.737005068676194
-20.838204157751886,-20.959786739099897,-20.8441287653651,-22.63899046782209,-30.25752792691336,-20.884537375450066,-22.594167380457364,-44.90445975163121,-59.9986725805452,-21.276718372194466,-20.87690532571275,-21.005958042700158,-20.99678381566629,-21.227452843991884,-31.345885638122546,-21.0154859542523,-20.92632076152807,-20.824962999832756,-21.810832601767096,-24.131111650567377,-29.184937111857387,-60.73064294638502,-226.79050076580378,-95.71223035179636,-22.16631240416678,-29.19687516819763,-23.55297919224833,-21.69491532975365,-20.883255341219133,-20.845914143782448
-20.959625608585366,-21.09165861746812,-20.958457062009277,-22.91949699485082,-30.433559405725802,-20.995732015366233,-22.781361670350517,-44.827787080816506,-58.75729912185082,-21.361432728872618,-21.00675310089318,-21.12104159332444,-21.131648561049925,-21.338902478639742,-31.11450882228196,-21.167473595751975,-21.065546948741382,-20.95279390286277,-21.92505831194063,-24.226461391472128,-29.622414380773485,-58.602790944339304,-229.78396185787898,-92.90977028355286,-22.26168798289505,-29.439986443393472,-23.770921070499018,-21.795309974145496,-20.999384013401105,-20.95980797523128
-20.97240805839715,-21.099219313344356,-20.974787475435487,-22.85222401799502,-30.346308259102564,-21.012937301273507,-22.753091166738127,-44.79151125444261,-59.09888104824856,-21.386396548481663,-21.014859095017922,-21.135426433685364,-21.13695209579878,-21.351502192348736,-31.211617050677262,-21.164222851974646,-21.06954272092426,-20.962981085628467,-21.934386610368165,-24.220432622961386,-29.45627206698552,-59.295745200176526,-227.31413229443442,-93.70990462174841,-22.275881015407073,-29.35451116911404,-23.726418298624306,-21.81108776327371,-21.014244931088626,-20.976245537080377
-21.25483539256207,-21.374144653165583,-21.26377207589724,-23.042565779385537,-30.435759805812513,-21.299724196594696,-22.957880757220707,-44.895182033401426,-58.684832744430516,-21.666352568861903,-21.290587986442354,-21.412527939571387,-21.4041781204135,-21.610420028129177,-31.27184797734163,-21.416409694935318,-21.33993534414755,-21.243915791757598,-22.183360383119748,-24.39999214879061,-29.436450269311326,-59.01964782543743,-223.3384361956988,-93.21572353445049,-22.508679010692667,-29.344712731382863,-23.895354642348405,-22.06787311419885,-21.298043994850147,-21.264918281764224
-20.329465347461046,-20.474405939118515,-20.318651798291967,-22.465595498868336,-30.315972204162712,-20.359909615614647,-22.302998402843155,-44.97508250290285,-59.933104206988006,-20.74457583558607,-20.38850041316885,-20.50157377249216,-20.52700936479061,-20.751838109145353,-31.01081332790328,-20.585263746272652,-20.45531938306282,-20.324234330693933,-21.362602848992843,-23.823865504932,-29.58999511540773,-59.60324032060629,-239.73811366278053,-94.97971302906477,-21.729138018201724,-29.40686069795222,-23.357791907246195,-21.219767930232198,-20.368186077080008,-20.320586333975363
-20.387976109004537,-20.532408634491762,-20.377665070719452,-22.519062439851442,-30.347227909162317,-20.418386257877202,-22.352770573852585,-44.981176272395345,-59.77188489738289,-20.80017986640268,-20.446560107360007,-20.558749583041177,-20.584025826801717,-20.805987834852633,-31.00512169177817,-20.64117519570897,-20.513077466336632,-20.38294210768753,-21.414829230919793,-23.86427226396178,-29.61601594249879,-59.40961714595595,-239.22910649985388,-94.68563342785654,-21.777511099448077,-29.419779083544256,-23.403067736659953,-21.272376544576733,-20.42652936020299,-20.379528156310386
-20.301247408937826,-20.445761463955467,-20.290505347130868,-22.428212769050642,-30.278738255669285,-20.332221217990348,-22.273687665226994,-44.94421924229772,-60.06163378376523,-20.719429094058004,-20.35988720245311,-20.474379818559157,-20.498744916503348,-20.72632844619118,-31.029108814991016,-20.556721765332,-20.426433877429666,-20.29558201814962,-21.337522106424778,-23.801513379651112,-29.553696940339144,-59.798067053890136,-239.52107931090686,-95.2121409807642,-21.707188858318275,-29.39029233880448,-23.329090241484536,-21.195319607610475,-20.340290569217963,-20.292496821065765
-20.779729027686116,-20.91372633090725,-20.77665593409083,-22.760301862611726,-30.34789763440549,-20.815576348730076,-22.63082853686749,-44.80386269063869,-59.215259102493725,-21.189669124889285,-20.828699639842196,-20.945104840263063,-20.957009468449307,-21.17267577707244,-31.121225943889268,-20.997068486909114,-20.88857638688429,-20.772456829584264,-21.764351665787903,-24.104743068663083,-29.549809866569426,-59.14273427502173,-231.46896140917204,-93.73524478162642,-22.112569415682565,-29.399853219899125,-23.63434389660618,-21.633043790178508,-20.81982905027231,-20.778236975995153
-21.110035518013365,-21.227784061397596,-21.119793809018343,-22.871991980529394,-30.366439693148696,-21.157505708547493,-22.81542023110598,-44.952839483359696,-59.30667233523367,-21.53675795464354,-21.14504661526637,-21.271584833549277,-21.25893898356997,-21.476361404024594,-31.333157233335513,-21.269040487347016,-21.192303363148103,-21.09712598219358,-22.051844786730186,-24.304865588856522,-29.27602633947879,-59.925990054020204,-223.98484766535134,-94.53599688932317,-22.388506908388596,-29.2485219946024,-23.751415678852517,-21.939185374804826,-21.1549078231868,-21.121203048522897
-21.18334838702944,-21.300833591243496,-21.193534324681433,-22.944632885021168,-30.39689434968777,-21.230446863488886,-22.880293422186714,-44.94696938453228,-59.06603440795293,-21.60494839411748,-21.217918761108344,-21.343115631263878,-21.330829583318135,-21.54378532550803,-31.318318799509612,-21.340031400663925,-21.265302381383915,-21.170918578640432,-22.117546535017368,-24.351844336007854,-29.324775707481713,-59.60653834598564,-223.3990825721605,-94.06876840078742,-22.448863955798785,-29.277801002223,-23.813198407100614,-22.00477039552974,-21.227837055223183,-21.194826820723886
-20.74494725132857,-20.86843126453607,-20.74913244054034,-22.56706559536837,-30.221083158587902,-20.790372143386367,-22.522330056391425,-44.87672335316428,-60.19095148821145,-21.185881414090574,-20.785329866937545,-20.914697081366835,-20.90769854221761,-21.14206724612943,-31.34023351672309,-20.93035522151801,-20.83604692263568,-20.731902545262205,-21.728587784224263,-24.07095322577048,-29.173383934527024,-60.920133946546095,-227.90589268615136,-95.9972151740576,-22.090108602002914,-29.19179052300248,-23.491414448157595,-21.61076257774868,-20.78980323842228,-20.751029493033048
-21.275502143757457,-21.399647462514622,-21.28082837872337,-23.13207321338786,-30.49991847406033,-21.315939170358664,-23.01205632298552,-44.84971281034157,-58.27524979246748,-21.673695188227065,-21.31529529383904,-21.43149440671542,-21.43186437293966,-21.630673819201764,-31.186789691638772,-21.452694477652653,-21.368816996780126,-21.267208381741817,-22.205331958723818,-24.424692256986308,-29.607083877195883,-58.27148748452986,-224.86577083377742,-92.20770299262573,-22.52596544190394,-29.440317789489644,-23.96485433463446,-22.083714518934844,-21.316504469322933,-21.28185399468676
-20.965932418885565,-21.087189827309068,-20.972470212414994,-22.767489807369277,-30.307047366624126,-21.011471589971727,-22.70783298793455,-44.88068092811989,-59.554183296350686,-21.394973075193917,-21.003969993528877,-21.13052252635786,-21.122265981640197,-21.344873267307303,-31.313966139340913,-21.13969224019262,-21.053722807323382,-20.95359294399992,-21.925151049912913,-24.21184662649954,-29.2726874971974,-60.13730878810422,-225.73050613119528,-94.84469131185222,-22.271140375568933,-29.24865319024593,-23.661608549790778,-21.808892878806994,-21.010238266358478,-20.97405425064825
-20.804822010401534,-20.93080050825679,-20.807286255130016,-22.664039669526684,-30.250863678063205,-20.847488298455804,-22.593829999663555,-44.805437725419154,-59.760569085261274,-21.234016114730025,-20.846907639253317,-20.97242872101578,-20.970484322878256,-21.19728821956388,-31.274412788333706,-20.99726713056453,-20.900196784683526,-20.793573150777224,-21.783693597298253,-24.10777508486786,-29.299159757735598,-60.2350370247832,-228.05068554126598,-95.03297386043006,-22.13882573544978,-29.266114415331444,-23.570457057654345,-21.662328045009325,-20.848148612609087,-20.80903137817086
-21.090849250840424,-21.212993798811535,-21.097067061090083,-22.90972845787624,-30.367966886387965,-21.134553844630773,-22.827789522752816,-44.84563966249769,-59.04134514690605,-21.507781013478667,-21.129232953542328,-21.252093609781507,-21.24681461623912,-21.460113654328996,-31.264915500333473,-21.265178474071494,-21.180356303562345,-21.080002751157966,-22.037952690481237,-24.293671362715017,-29.397323324007154,-59.40281176540627,-225.10134584133823,-93.78719404418068,-22.374025909564143,-29.32184583374447,-23.78082752891935,-21.919859983978377,-21.133915091519732,-21.09843138656601
-20.62814209375795,-20.757482099194373,-20.627645170605106,-22.527413166735233,-30.189212372842924,-20.66930223887546,-22.456839930958918,-44.78143244258641,-60.13091862460955,-21.06217747569453,-20.673295785504127,-20.79934199816491,-20.80114668637443,-21.034652460602544,-31.26234496961043,-20.83468712281286,-20.728837856014998,-20.617183453359644,-21.627222153165505,-23.993536405142944,-29.2743536296895,-60.60002448622545,-230.2804926757338,-95.62202194768001,-21.993027538003098,-29.25328947087732,-23.45187437510246,-21.502501996895035,-20.671209943087575,-20.62958986503242
-21.09167867064786,-21.205791521791685,-21.10439831221461,-22.809722124912817,-30.376451432329446,-21.142527969447535,-22.77598902481977,-45.0950249426012,-59.65109960325805,-21.529299272190194,-21.124331172334962,-21.254008282423037,-21.23504597781053,-21.45767847905175,-31.394939298503232,-21.2382993062251,-21.168127919745974,-21.07681825146447,-22.032088006623873,-24.297255508527577,-29.154538326900802,-60.51565980682065,-223.68685164236987,-95.44319432350719,-22.37078666209491,-29.170406904282046,-23.697641357267635,-21.924211811383717,-21.138297102728842,-21.105891193120492
-20.774921150848122,-20.905410838999888,-20.774090966383355,-22.69962524516198,-30.279293276995684,-20.813829977995304,-22.599444431902125,-44.76951742275361,-59.50313936253584,-21.19431544640101,-20.820780814875565,-20.941851108408414,-20.947494646885747,-21.169337459564957,-31.19423323282453,-20.982089469313205,-20.87786411823707,-20.765781896497632,-21.758987461099338,-24.09237630604891,-29.42596514509642,-59.69295212946463,-229.81537717671773,-94.36927107180895,-22.112029973606653,-29.336511040139833,-23.59264417811338,-21.632081109451143,-20.81649868141606,-20.77577366380436
-20.423616236758754,-20.558353068508648,-20.418826207942956,-22.394555916702878,-30.14003442908465,-20.461729110917965,-22.309965518668417,-44.76865891046843,-60.42740439626597,-20.85878580028096,-20.473561454376078,-20.598252586848055,-20.607027831296715,-20.845246804148918,-31.213783102991354,-20.650519702723628,-20.53303414359149,-20.41382277278567,-21.446321905035045,-23.861903182381784,-29.301652897952273,-60.76414738533076,-233.5870653796285,-96.01982065573857,-21.822015803400806,-29.269369486410028,-23.331614814854106,-21.315736974836803,-20.465752207505442,-20.420942350278356
-21.03685537055709,-21.165204165802844,-21.038381045885735,-22.943431389283475,-30.41043928472905,-21.07551593042062,-22.823958173230707,-44.803609523646166,-58.76538071802739,-21.442154166237533,-21.08058473369769,-21.197672527363416,-21.202683788951852,-21.410760668154644,-31.166390172246366,-21.232136800022644,-21.136740978470037,-21.028753523587046,-21.99297798071968,-24.268895730568637,-29.557937488339004,-58.77351314492215,-227.65511010279545,-93.01631839868035,-22.32795373871407,-29.40947339092279,-23.799476019172,-21.86742387562619,-21.07762642766441,-21.039700621341893
-21.843673921664024,-21.963409731737748,-21.854374070024004,-23.667645520705378,-30.85591733520601,-21.883532409059463,-23.50609780837739,-45.09556440877565,-56.812420079878564,-22.2122505664903,-21.8793176179504,-21.98626099187152,-21.98526258902198,-22.154128741245167,-31.155593365450358,-21.994525632260505,-21.931112757648712,-21.837919070722425,-22.715323417391485,-24.822241395193547,-29.92495625997377,-56.40659344135412,-221.46163650306556,-89.5321033831318,-22.99609741290371,-29.623968640758367,-24.42218862210966,-22.59555437569144,-21.88297763420498,-21.8545249329762
-21.374777570469114,-21.488764954296602,-21.3884257250306,-23.09966909724279,-30.480947957426963,-21.423418578066848,-23.031542706218822,-45.028787921352844,-58.65297653911888,-21.790121722068402,-21.40617122593824,-21.530220562026926,-21.514045237883735,-21.718417693044934,-31.324901767999794,-21.515465648093684,-21.451356235344747,-21.36221639039124,-22.286765475234752,-24.474988945430255,-29.369457231931626,-59.15865578008801,-221.4425698448741,-93.43529070695179,-22.60480319872278,-29.303451733591537,-23.945682489724383,-22.177179735332494,-21.419515490346097,-21.389447078707267
-20.332210663811733,-20.467801782637423,-20.32657721652859,-22.311308963763047,-30.10320706433569,-20.370352218581548,-22.232983347489448,-44.77557909641572,-60.69738723344844,-20.77227993136949,-20.383011877583726,-20.508961463791135,-20.518076845197875,-20.76102817661738,-31.226242338228317,-20.56344563964139,-20.442895692250023,-20.32211545741173,-21.36503125328088,-23.80230419547592,-29.26176367981516,-61.09224806813963,-234.5143081349769,-96.51297926663247,-21.746955471424812,-29.24845550742002,-23.261291619358868,-21.23378470894861,-20.374610235301343,-20.328810361484994
-19.725411650463478,-19.870159289670287,-19.71230454753315,-21.817370769565475,-29.921642917948894,-19.76085089288767,-21.749934432695884,-44.890182413969015,-62.22843033255054,-20.18826230454144,-19.78472412630845,-19.914633763462973,-19.931886609095404,-20.199431456413254,-31.24004255166513,-19.994388542839054,-19.850378811414895,-19.715206566716564,-20.826649217294538,-23.41111884435681,-29.13182324176566,-62.72307142773477,-242.57478139684133,-99.21901649971394,-21.244429836428885,-29.187676952999443,-22.83528910260496,-20.6863702898962,-19.768176991662894,-19.715167065487275
-19.725411650463478,-19.870159289670287,-19.71230454753315,-21.817370769565475,-29.921642917948894,-19.76085089288767,-21.749934432695884,-44.890182413969015,-62.22843033255054,-20.18826230454144,-19.78472412630845,-19.914633763462973,-19.931886609095404,-20.199431456413254,-31.24004255166513,-19.994388542839054,-19.850378811414895,-19.715206566716564,-20.826649217294538,-23.41111884435681,-29.13182324176566,-62.72307142773477,-242.57478139684133,-99.21901649971394,-21.244429836428885,-29.187676952999443,-22.83528910260496,-20.6863702898962,-19.768176991662894,-19.715167065487275
-19.37013351328235,-19.51602770412971,-19.355261337628622,-21.45632297455308,-29.797729535211666,-19.40788474193768,-21.437590494062455,-45.01667222888192,-63.650194383924514,-19.861183546652814,-19.431148388686623,-19.569038001201953,-19.583222856476247,-19.875140604517558,-31.383396379317876,-19.649542879796844,-19.49640349546611,-19.35749109657116,-20.513325170200858,-23.19430109697946,-28.910670753212315,-64.58977092217216,-245.96581804543217,-101.87962004414184,-20.96031873116321,-29.080171100867993,-22.542250890171083,-20.373175635976285,-19.41508225355416,-19.358639463883602
-21.273261111559076,-21.39941010359225,-21.277158394908753,-23.159706003008942,-30.535626651813732,-21.311967069784902,-23.02536856234455,-44.86042624950467,-58.14692592338408,-21.66685135424338,-21.314878624410085,-21.428666666948555,-21.432560358384237,-21.62873830044051,-31.152481243394433,-21.456818227183913,-21.36997714969077,-21.265971841034315,-22.204455864700535,-24.430131282672995,-29.671412302718657,-58.01323293281803,-225.77458944313884,-91.89488222015584,-22.523425727761232,-29.473688472030553,-23.984192555610683,-22.080356586107044,-21.313446636078236,-21.278146483585065
-21.2205894973228,-21.32212560366555,-21.244701557502488,-22.81605586948728,-30.577948068356434,-21.28122113808303,-22.822962827512352,-45.71123970797667,-60.11034375203167,-21.679556080762342,-21.245846710766326,-21.37907341190043,-21.34126665174638,-21.566770448953292,-31.528430717570767,-21.319196367194778,-21.278773272269273,-21.200946996270076,-22.133851368089438,-24.40852035798573,-28.911655082709153,-61.475209627508576,-222.60616937616558,-97.26522688182823,-22.460047373391326,-28.989565709153183,-23.685387747498844,-22.04172955919677,-21.27188273742416,-21.246088309879614
-20.77257426466957,-20.89663878256956,-20.77638854291056,-22.603670892613337,-30.23130112163579,-20.81723710300894,-22.551264023729132,-44.85282308329498,-60.03823685666105,-21.20962298326444,-20.813289045474814,-20.94149100629486,-20.935824887952894,-21.167524560569156,-31.32060585048366,-20.959382839786112,-20.864683631592502,-20.760061689336844,-21.75369205009535,-24.08766022354564,-29.21284618539584,-60.689817856732674,-227.8041727465571,-95.66624696487231,-22.112721416520717,-29.215368117333284,-23.52177723202037,-21.634955252961227,-20.81697489220511,-20.778228332718715
-21.42203761068513,-21.53748404639047,-21.434618195399008,-23.16653895636164,-30.504826888900602,-21.469006938291106,-23.08429833505931,-44.98261536787069,-58.39107994581014,-21.830259096244575,-21.454358741305057,-21.57616980085632,-21.56298617911988,-21.762860869735164,-31.293299030750937,-21.56695710919117,-21.501071990434365,-21.4105876077252,-22.330731669701883,-24.50714494077173,-29.449874324266887,-58.75131578701841,-221.41250309761293,-92.82856075569507,-22.645060942524346,-29.352676805163874,-24.00257318692046,-22.219035997515505,-21.465822926755614,-21.43554270761658
-20.586759193297816,-20.703189095081065,-20.596230097244412,-22.319027896645153,-30.249173926359575,-20.639920535184697,-22.33753837128346,-45.25974506508747,-61.42727900250915,-21.061735918359602,-20.623551177851805,-20.761351663967645,-20.74069240668239,-20.995151622444386,-31.52322100878272,-20.75114227681141,-20.666553257989083,-20.568797675382804,-21.58162568534039,-24.000878217738684,-28.842098659243923,-62.84193004627487,-228.9003979049309,-98.89991885419938,-21.957888258983534,-28.977382112380667,-23.27963120746795,-21.474447206848406,-20.635993024547144,-20.598529355420393
-20.780287681770016,-20.8964789587029,-20.79043728933099,-22.51411453205719,-30.280426609009503,-20.831948533361196,-22.5087462341806,-45.147227028871214,-60.669592005392076,-21.2386804482535,-20.815798223049487,-20.950120065716913,-20.931221834747518,-21.172497656585968,-31.457934001830985,-20.94015852206459,-20.859763429562392,-20.763842596433534,-21.75460039439179,-24.108974568604616,-28.9792711120487,-61.82820449506051,-226.78503783903642,-97.37622805891087,-22.116204855699934,-29.063613032677665,-23.44609948694378,-21.64620884600738,-20.828193914770967,-20.792417283059912
